,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
LT,0.4831361669543136,0.5139742464591516,0.23588316565172254,0.22310100721080928,0.3520807556299017,0.17576285397902433,0.3989924119426429,0.3789189931383417,0.5914014227519674,0.3239434796463674,0.468828215221777,0.09259906996851873,0.15863644831926704,0.48889036505851113,0.12510593527507402,0.337278635134227,0.3538997325846838,0.2249601406981299,0.34548165398634045,0.2580606050734376,0.2006956852138018,0.3307995655738285,0.024986612812730916,0.41870586429284967,0.42210409573628177,0.23420093544809126,0.24946513182268018,0.4924811526077731,0.2779961074617669,1.0,0.35894758926939335,0.3343959562923508,0.09247297140768028,0.5356090795179863,0.5422836705106291,0.44874361040851607,0.5348278230811859,0.3306576157139629,0.5009023178783732,0.45734329443800414,0.16720903125513142,0.16808655581460066,0.35299336013210264,0.4838476505647863,0.21706201650894347,0.21031533547687914,0.23189960306605092,0.185278686244984,0.4731743891296249,0.319899103403512
M&M,0.3045447926385933,0.31938111017856874,0.25102858599079875,0.1401207308761811,0.2355560287307913,0.27162767362712065,0.3376841895934924,0.2679731846701756,0.36949762406352044,0.2919226925527728,0.2805196828258847,0.1265865854047145,0.1742578981846201,0.29031299656008924,0.2275933128487781,0.35548807669007876,0.30815278489612147,0.19807426641505876,0.3310747964614292,0.21134161568045154,0.36084224875490367,0.297201074689898,0.13020538841324442,0.3152969179642255,0.3522068548273418,0.2340012526255433,0.19624580014833648,0.41812629396241213,0.23768404613297678,0.35894758926939335,1.0,0.399134045092691,0.20190076130552806,0.33013664183397523,0.2865787032236021,0.29603992581860233,0.30063948354303516,0.19972418263241198,0.32088024467459497,0.3649251843688808,0.2855699993112982,0.16959784224754232,0.40098660009044623,0.4274322457737186,0.17429479044113338,0.21941870199703012,0.28527953275390555,0.2490129874357562,0.41864382328347893,0.29997073083823717
MARUTI,0.31565893828886393,0.30234181062017373,0.19406246723276557,0.26036616156082815,0.2603712445873796,0.3420054021668423,0.32927555061094294,0.28124404371038425,0.2246422837268991,0.3480794838446675,0.2887807448452299,0.17399945073060336,0.07938785391116626,0.2801732159551891,0.13839076283315427,0.38859140248651347,0.2957718713534474,0.21402796829518914,0.2381482584916488,0.2499312399281996,0.2941136092719679,0.28618571281135224,0.1480395213403051,0.23161133465273612,0.30479875348665186,0.12259530017606801,0.2505896113156947,0.37034510671084286,0.21887945370794912,0.3343959562923508,0.399134045092691,1.0,0.23879293886390163,0.297150703207263,0.2877565090442611,0.2875814298534051,0.35115385640279256,0.2953605199766994,0.28760508014018227,0.2911480533425951,0.20087182178561735,0.2078164597896241,0.40583117136657515,0.3958276026537897,0.16489164128978473,0.1479734451348317,0.33227914355540783,0.18332063774660176,0.34917394166857707,0.20520578325333694
NESTLEIND,0.11501655149208942,0.08784346363558944,0.2244460291731679,0.2826313147898836,0.10034446073619788,0.17900471577742583,0.2737449871748948,0.24697473503701836,0.06531680419809151,0.1060858205561435,0.05928383502058228,0.4637505359571739,0.11612688233186644,0.08371886814074586,0.2180152514947763,0.1334036789974509,0.2631353302597681,0.10226297528445835,0.08009735208051748,0.12410162696023953,0.24473976363788688,0.10953143991504191,0.4640841331292226,0.09301676649421296,0.1742768218867108,0.0691623346170098,0.3314813186910511,0.15784079896780948,0.12365879229696188,0.09247297140768028,0.20190076130552806,0.23879293886390163,1.0,0.0713388027455219,0.03285505971705067,0.08346599598459921,0.18308664338450592,0.18169084919223213,0.029361491235742138,0.13192283446093242,0.14118277749000832,0.37573100214763366,0.14704046402743634,0.10330774925412624,0.11449534644611244,0.05490479493450637,0.2368745871498147,0.13667421983085679,0.27818421339220467,0.14970768737192983
NTPC,0.5459596333932084,0.6104642922480006,0.19412871147539487,0.2220637061399649,0.3948134609675543,0.20255979200490437,0.39122550744968687,0.32826019804141093,0.607886402882183,0.36618679536727483,0.5907585310320111,0.0790820109299389,0.09237528236547853,0.6177820746150615,0.20916327584857525,0.2709340347110787,0.39938931479831835,0.1626841293745512,0.33896418120123023,0.2066614719001846,0.14858363979285621,0.35844289439636123,-0.047525033234824626,0.35849330026436665,0.44616080868879643,0.11935021410171011,0.23570812809868524,0.5103602083325689,0.236328091247412,0.5356090795179863,0.33013664183397523,0.297150703207263,0.0713388027455219,1.0,0.628245549256037,0.7118226882760893,0.5489997474442436,0.23003083345273487,0.589903334109228,0.47262797979478827,0.23024570589215337,0.1870782047311668,0.4099240463402336,0.5339426794226825,0.10994498033144819,0.18986965327895483,0.3340507702365929,0.23573593930493564,0.4485236398684601,0.20293502242044653
ONGC,0.4849098585045118,0.5218032460309534,0.1736580399945663,0.12865361589102497,0.31344947827043435,0.1878708958366479,0.3057365564941464,0.31629740550245333,0.5723767986317229,0.34641140970960943,0.5952959294022607,0.03895356551339911,0.033604062288241185,0.6478178232214918,0.1809175310577822,0.24019208840280312,0.32578330937037464,0.21937251525111653,0.2806102267917217,0.20544491663495512,0.19713463957410307,0.4098223699758876,-0.016746716338779735,0.2778729952267743,0.32314181980601064,0.22817555645683404,0.19605964653313124,0.44119217332439054,0.23556528414119252,0.5422836705106291,0.2865787032236021,0.2877565090442611,0.03285505971705067,0.628245549256037,1.0,0.504077043921555,0.5537169290499089,0.26227552945595295,0.5730814643672804,0.44665267350319976,0.2281452625967267,0.1772289972666862,0.43692677467912683,0.49186004814903794,0.16816160963104881,0.23351537179236928,0.1926946862486077,0.21158537627926283,0.4045192212328132,0.28896703743415564
POWERGRID,0.4039462756861802,0.5116959571605549,0.17843781593489988,0.11166498193260861,0.294692628398174,0.16836442536932567,0.3070340339723172,0.24510084205888233,0.5447558899699269,0.3112279801484063,0.5313827749885819,-0.026592130238989525,0.12963594375339096,0.5340375597261456,0.1905509253780308,0.21484635830841908,0.35890715730895756,0.11698936833125385,0.3140149287401469,0.11652007462086209,0.1376210862200542,0.3760865975688866,-0.07779153263335312,0.2980626093690692,0.33037329859263237,0.09214176532811907,0.13533284266545378,0.4560522823688258,0.1922213090762746,0.44874361040851607,0.29603992581860233,0.2875814298534051,0.08346599598459921,0.7118226882760893,0.504077043921555,1.0,0.4753269542997877,0.15395642903503323,0.4942307430230869,0.35706962154104593,0.24612161381594921,0.15089307416133815,0.3550573466043295,0.5024279985041904,0.09729507732456262,0.15160859991455566,0.20860943339129473,0.20054240492119357,0.3966844523358626,0.1666307694546469
RELIANCE,0.48709678829663877,0.5127359236075946,0.2347277056851401,0.29496314792607853,0.42345648695274773,0.2469613290708274,0.4072007302530863,0.41334172764902644,0.49250685924445414,0.3659946828398583,0.481098717806072,0.13750535117666066,0.058345290979761565,0.5069564751785052,0.16029196337667473,0.33606691379693726,0.40282035284794543,0.27662855466305286,0.313813256464031,0.22170223727596008,0.24434205373342557,0.33165305401797074,0.09257287984487032,0.39652392915056695,0.39557386850284915,0.1994787611796198,0.29556682154929953,0.4223713671939522,0.3510816271875215,0.5348278230811859,0.30063948354303516,0.35115385640279256,0.18308664338450592,0.5489997474442436,0.5537169290499089,0.4753269542997877,1.0,0.27981670216033433,0.5463070873474805,0.44890422078972386,0.29311619790028354,0.20776257497316514,0.38658256833913,0.4411044994065386,0.24797084602646927,0.26606297561703235,0.3293231235132684,0.28277871345729444,0.4903816604229934,0.3643132113932491
SBILIFE,0.2891926637601976,0.28461312511245185,0.16070603440418743,0.22035222755305742,0.18305336272358966,0.19021110505454747,0.4057174140421663,0.335100937267961,0.20993910373733968,0.2417230638954148,0.2401668415969443,0.08849708581332989,0.1297996887802289,0.2537808499692649,0.20465401053265278,0.31184742138228616,0.250492552487582,0.20805574892105155,0.21236157271541603,0.5965490718202711,0.20195252049567514,0.17899471552580182,0.2611559288326374,0.213374685737872,0.2218815663358047,0.16493568354040958,0.2075114257725708,0.2308910138851656,0.2912511199138028,0.3306576157139629,0.19972418263241198,0.2953605199766994,0.18169084919223213,0.23003083345273487,0.26227552945595295,0.15395642903503323,0.27981670216033433,1.0,0.27274246776837857,0.3352244084633431,0.1311424612061772,0.21061323010811117,0.224282907981251,0.2321131418279305,0.17501447006391901,0.1545849426495435,0.21954283399837662,0.17080038021293914,0.26679702593472526,0.24633833029878258
SBIN,0.5446973988449255,0.579515887444585,0.1828501325830731,0.10786553634810252,0.5161224530316103,0.15485382685813512,0.41985865031145836,0.39769633642397356,0.5802134538500828,0.290364140540602,0.5254628785296441,-0.0013209616659921924,0.02799974110682328,0.516040029566645,0.13819604429995,0.31463548867263075,0.43058102176180124,0.21270998339292208,0.35761420795769344,0.21970748415859812,0.13669325328463705,0.3405846260744456,-0.05993339256353352,0.5172191482353047,0.45217493231921724,0.17819069853329414,0.26303203409224074,0.45087944205593705,0.2813006351339595,0.5009023178783732,0.32088024467459497,0.28760508014018227,0.029361491235742138,0.589903334109228,0.5730814643672804,0.4942307430230869,0.5463070873474805,0.27274246776837857,1.0,0.5102010417275784,0.12285651335571848,0.11756662379805337,0.3633210387305023,0.4896241298629037,0.16286208875013286,0.19375534141601125,0.223221053444632,0.2764913797082071,0.42549397080611384,0.24353074067147876
SHRIRAMFIN,0.4102982543331034,0.46989037529577304,0.2917677029475651,0.2025399141372579,0.44856441977753825,0.3011416075976083,0.46879071013864454,0.4616176412939546,0.47548008008820714,0.3607986754842975,0.3863220247948607,0.11630855727764502,0.09791128190381693,0.42629126368416675,0.1412270575118756,0.3656603267327274,0.358049122576349,0.23307661944221786,0.33317606651423975,0.3049213698677052,0.25748245243009177,0.31711617416918225,0.03293622778075348,0.449878029234802,0.4344296885150352,0.17098545259842562,0.23580555616823112,0.4159659226506089,0.28601476123295333,0.45734329443800414,0.3649251843688808,0.2911480533425951,0.13192283446093242,0.47262797979478827,0.44665267350319976,0.35706962154104593,0.44890422078972386,0.3352244084633431,0.5102010417275784,1.0,0.21096261490110874,0.18777807458236384,0.36247369819038816,0.43692015704877246,0.1136536383752489,0.22714675244896196,0.25468738266229296,0.22869102349668793,0.4682391588172857,0.29860701912305104
SUNPHARMA,0.16625555123449853,0.2158557940043052,0.2862267006851859,0.20226174833853694,0.14399116186911057,0.1499568504484307,0.213243267518819,0.13726193957843952,0.16353067159456544,0.27222667665739547,0.20549427878277168,0.1879360101779578,0.4147589169737103,0.17747109824151913,0.3966864827885487,0.17528292835579262,0.21812160094679922,0.15609948334667414,0.07182001130779199,0.16851839535848304,0.2204618593829511,0.2544265245716213,0.0513384892384068,0.20272564248857125,0.12291706675322549,0.14307331814243884,0.18699493800648656,0.25222186112334,0.08910037108174428,0.16720903125513142,0.2855699993112982,0.20087182178561735,0.14118277749000832,0.23024570589215337,0.2281452625967267,0.24612161381594921,0.29311619790028354,0.1311424612061772,0.12285651335571848,0.21096261490110874,1.0,0.1722948440594173,0.3059106911352976,0.26097075067371384,0.14768997714745086,0.16400085466996636,0.21433530653784244,0.2563798939294317,0.23244140957920428,0.192644191257594
TATACONSUM,0.20384725008722163,0.22065499778075612,0.096699678542963,0.24427831720571966,0.1397468760601615,0.1851350828121931,0.3044968379064375,0.23636949321363698,0.17580872844609702,0.24873195165373588,0.156373457077185,0.4050083317635453,0.07322738443147281,0.21307221678050367,0.11061534930378142,0.17237511343703016,0.2829945522212846,0.2095399465246621,0.10865415793250464,0.21430714759933833,0.21235129624272617,0.18097602223738765,0.41207099376389406,0.12059223927769683,0.2735500110195814,0.24519270130416088,0.30265454490857974,0.23553247098047903,0.1974292017721705,0.16808655581460066,0.16959784224754232,0.2078164597896241,0.37573100214763366,0.1870782047311668,0.1772289972666862,0.15089307416133815,0.20776257497316514,0.21061323010811117,0.11756662379805337,0.18777807458236384,0.1722948440594173,1.0,0.18806159922322785,0.22577747913706897,0.2716338669783213,0.21275624001067653,0.311261954407186,0.18599531366991434,0.2449721358386307,0.24910729703860784
TATAMOTORS,0.3240711368540584,0.33924128192542985,0.21235742708711508,0.10584721830751244,0.23214517169866175,0.294698277500844,0.28016899304461806,0.21274826620313564,0.3671733408603183,0.26933117865011125,0.4156788766040579,0.10901851131774232,0.06896596173427366,0.4063151384918448,0.20012481814165411,0.31662007686741156,0.33630421218517115,0.2693343420188279,0.2049862716770668,0.22416569486239962,0.29074636363997075,0.3649585499204322,0.08802417313583706,0.19967367981777367,0.3333592169520063,0.18171033182177962,0.18856371956042822,0.408712434300929,0.1602055379086266,0.35299336013210264,0.40098660009044623,0.40583117136657515,0.14704046402743634,0.4099240463402336,0.43692677467912683,0.3550573466043295,0.38658256833913,0.224282907981251,0.3633210387305023,0.36247369819038816,0.3059106911352976,0.18806159922322785,1.0,0.5134156183051725,0.24888947775175302,0.27902575814516006,0.2743233315396281,0.22243693686076582,0.3539462991832997,0.3117965429853704
TATASTEEL,0.4235630087690204,0.46604258720999453,0.25473089550031014,0.2870503112737258,0.37095708164183383,0.2836905519549172,0.4565703359871316,0.3816158260831061,0.5203646257642723,0.30535156427306953,0.4628854156186058,0.1188338580755277,0.1311124352118802,0.5354247046083493,0.20722235085007384,0.31449871414501435,0.46364574877882075,0.2687192519614349,0.3807644072947067,0.2751765259367283,0.28777367998294917,0.6300992825286463,0.08473425857585834,0.34527940440859317,0.39625810124700944,0.18095392698644067,0.2572687710740445,0.794189129847186,0.26272624221443097,0.4838476505647863,0.4274322457737186,0.3958276026537897,0.10330774925412624,0.5339426794226825,0.49186004814903794,0.5024279985041904,0.4411044994065386,0.2321131418279305,0.4896241298629037,0.43692015704877246,0.26097075067371384,0.22577747913706897,0.5134156183051725,1.0,0.23586697667744574,0.2836483319092151,0.293415635666182,0.21874786789532918,0.47172234029698507,0.33180783446380907
TCS,0.11579045507499162,0.13242270962039474,0.1068460170305316,0.16669854297765385,0.0946685266965614,0.017590812364384093,0.2348415286667764,0.17442474436881075,0.12075804541099913,0.19318275580109218,0.175425900920932,0.1176574228785195,0.07902188833691759,0.09526341482137556,0.22321168844679296,0.14377616471917185,0.17994312740717625,0.6290794218553654,0.045285713021930095,0.11544945717421162,0.10866546662495381,0.16104416442255612,0.14534472933707102,0.16648861508644344,0.08559047262765863,0.7078841751701882,0.15227394667725197,0.20929134202410482,0.11556480163922807,0.21706201650894347,0.17429479044113338,0.16489164128978473,0.11449534644611244,0.10994498033144819,0.16816160963104881,0.09729507732456262,0.24797084602646927,0.17501447006391901,0.16286208875013286,0.1136536383752489,0.14768997714745086,0.2716338669783213,0.24888947775175302,0.23586697667744574,1.0,0.5788816895103249,0.14547519373806522,0.12202060401676924,0.2386785789969207,0.5914274914931765
TECHM,0.14167733642876768,0.14803390244205863,0.16911799216785398,0.16295888852087534,0.1364691783195106,0.037877025808404886,0.2042760675568545,0.17336015861682663,0.22239481016575469,0.2723520791644865,0.20163162056503509,0.12966400740384826,0.05219913311620206,0.1781729853668627,0.2200186329222398,0.18957844427939843,0.17511026173481065,0.5482800795106635,0.20466715125050258,0.11952917452276812,0.1112428093042145,0.23638727750781405,0.13131272639412817,0.16865500178890175,0.10315296762020999,0.6491457614954589,0.21781560466216898,0.2689890432924979,0.17473849328787103,0.21031533547687914,0.21941870199703012,0.1479734451348317,0.05490479493450637,0.18986965327895483,0.23351537179236928,0.15160859991455566,0.26606297561703235,0.1545849426495435,0.19375534141601125,0.22714675244896196,0.16400085466996636,0.21275624001067653,0.27902575814516006,0.2836483319092151,0.5788816895103249,1.0,0.24338876058738682,0.1507506123095131,0.26990380306298,0.5992532284803614
TITAN,0.28328071027247675,0.2961483418084938,0.2533612455922524,0.3074044630485633,0.14593141014981456,0.20105970208514465,0.3295268898746543,0.2690388885654182,0.16676677160419995,0.27603700839023804,0.27508600155964086,0.07310938682866647,0.10752922970429055,0.2383360215458712,0.13999051002242102,0.26820570294019325,0.3682972638728635,0.1994405969482101,0.1880207165069055,0.22662237572459545,0.30247981842439675,0.2494380153507044,0.18747665018653012,0.14647431234434818,0.24043349852813695,0.21507237824740918,0.3182611629556045,0.3221275143662096,0.16805281132577893,0.23189960306605092,0.28527953275390555,0.33227914355540783,0.2368745871498147,0.3340507702365929,0.1926946862486077,0.20860943339129473,0.3293231235132684,0.21954283399837662,0.223221053444632,0.25468738266229296,0.21433530653784244,0.311261954407186,0.2743233315396281,0.293415635666182,0.14547519373806522,0.24338876058738682,1.0,0.19434648685854894,0.35391981099808834,0.25962272640333295
TRENT,0.19041163423274673,0.20107648053316038,0.08951570956025826,0.2230941660957296,0.19974789949861588,0.22339932769929818,0.2011333559796427,0.2291884576301165,0.26341500708955246,0.24792743014681906,0.21275481754652759,0.034250779269502325,0.13647299223916814,0.2546288946903731,0.16886989172802994,0.2346391132145663,0.24146931715943976,0.20742160822044678,0.10273877743327112,0.2021288353139199,0.21854493396314334,0.2686296649861686,0.08396386149458931,0.12165853749450802,0.19912566574353294,0.15099133419807098,0.15149140688379087,0.2569765048742589,0.08100530728761046,0.185278686244984,0.2490129874357562,0.18332063774660176,0.13667421983085679,0.23573593930493564,0.21158537627926283,0.20054240492119357,0.28277871345729444,0.17080038021293914,0.2764913797082071,0.22869102349668793,0.2563798939294317,0.18599531366991434,0.22243693686076582,0.21874786789532918,0.12202060401676924,0.1507506123095131,0.19434648685854894,1.0,0.2952261771585305,0.15045233882425924
ULTRACEMCO,0.3611521740873146,0.4024886309461049,0.2729509090857476,0.28064729044156406,0.3970237616996549,0.26334151930303756,0.46310659739899224,0.43455823502959556,0.43550141959102606,0.35412077020875876,0.40165052617642993,0.18181408288916096,0.1333282702269815,0.32122101334479675,0.2515584923990298,0.304244015171215,0.5901162976104107,0.2054418465312309,0.3602093012902187,0.24181937039404472,0.29538277419468284,0.31358994611663726,0.16512597603054094,0.43020807625861485,0.3450658328483518,0.2245645717144445,0.2601443621252303,0.5466431320829088,0.33477011685126007,0.4731743891296249,0.41864382328347893,0.34917394166857707,0.27818421339220467,0.4485236398684601,0.4045192212328132,0.3966844523358626,0.4903816604229934,0.26679702593472526,0.42549397080611384,0.4682391588172857,0.23244140957920428,0.2449721358386307,0.3539462991832997,0.47172234029698507,0.2386785789969207,0.26990380306298,0.35391981099808834,0.2952261771585305,1.0,0.29150431767486
WIPRO,0.22400300357869157,0.23898560924883147,0.2237380831811699,0.14064240159229244,0.20780225668871427,0.10249225299600981,0.3066495143438878,0.2385161788096081,0.2558540800203393,0.25913138188953433,0.211944821719478,0.1691095118602568,0.08759535187024256,0.23579396811295908,0.2798386129571328,0.2622352946442781,0.24500198872893586,0.5806673330151051,0.19359915108672426,0.19426052160800375,0.20458284696276116,0.26224405992406435,0.1854248258572572,0.22165481981934443,0.18657329941675105,0.5712075926608157,0.23313948599308476,0.3603737925268316,0.24581233545254239,0.319899103403512,0.29997073083823717,0.20520578325333694,0.14970768737192983,0.20293502242044653,0.28896703743415564,0.1666307694546469,0.3643132113932491,0.24633833029878258,0.24353074067147876,0.29860701912305104,0.192644191257594,0.24910729703860784,0.3117965429853704,0.33180783446380907,0.5914274914931765,0.5992532284803614,0.25962272640333295,0.15045233882425924,0.29150431767486,1.0
